Date,si_x
2020-12-21,0.062
2020-12-22,0.0
2020-12-23,-0.133
2020-12-24,0.053
2020-12-25,-0.125
2020-12-26,0.0
2020-12-27,0.062
2020-12-28,0.0
2020-12-29,-0.105
2020-12-30,-0.1
2020-12-31,-0.125
2021-01-01,0.0
2021-01-02,-0.132
2021-01-03,-0.053
2021-01-04,0.25
2021-01-05,-0.125
2021-01-06,-0.125
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,-0.2
2021-01-10,-0.15
2021-01-11,-0.5
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,-0.125
2021-01-21,0.077
2021-01-22,0.0
2021-01-23,-0.375
2021-01-24,-0.222
2021-01-25,-0.125
2021-01-26,-0.125
2021-01-27,-0.25
2021-01-28,-0.111
2021-01-29,-0.125
2021-01-30,-0.111
2021-01-31,0.0
2021-02-01,-0.05
2021-02-02,0.083
2021-02-03,-0.077
2021-02-04,0.125
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,-0.111
2021-02-12,-0.158
2021-02-13,-0.053
2021-02-14,-0.25
2021-02-15,-0.125
2021-02-16,0.0
2021-02-17,-0.125
2021-02-18,-0.667
2021-02-19,0.083
2021-02-20,-0.095
2021-02-21,-0.056
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,-0.25
2021-02-26,0.0
2021-02-27,0.091
2021-02-28,-0.15
2021-03-01,0.0
2021-03-02,-0.111
2021-03-07,-0.133
2021-03-08,-0.125
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,-0.111
2021-03-12,0.0
2021-03-13,0.091
2021-03-14,0.0
2021-03-15,-0.125
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.077
2021-03-19,-0.083
2021-03-20,0.0
2021-03-21,0.125
2021-03-22,-0.125
2021-03-23,0.0
2021-03-24,-0.143
2021-03-30,-0.125
2021-03-31,-0.062
2021-04-01,0.0
2021-04-02,0.125
2021-04-03,0.0
2021-04-04,-0.2
2021-04-05,-0.1
2021-04-06,0.1
2021-04-07,0.0
2021-04-08,-0.231
2021-04-09,0.0
2021-04-10,0.0
2021-04-11,0.0
2021-04-12,-0.182
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,-0.143
2021-04-17,-0.25
2021-04-18,0.0
2021-04-19,-0.125
2021-04-24,0.083
2021-04-25,0.05
2021-04-26,0.0
2021-04-27,-0.062
2021-04-28,0.125
2021-04-29,0.0
2021-04-30,-0.125
2021-05-01,0.0
2021-05-02,-0.375
2021-05-03,0.059
2021-05-04,-0.143
2021-05-05,-0.111
2021-05-06,-0.125
2021-05-07,-0.375
2021-05-13,-0.1
2021-05-14,0.0
2021-05-15,0.111
2021-05-16,-0.111
2021-05-17,-0.182
2021-05-18,-0.125
2021-05-19,0.083
2021-05-20,-0.111
2021-05-21,-0.15
2021-05-22,0.0
2021-05-23,-0.071
2021-05-24,-0.125
2021-05-25,0.062
2021-05-26,-0.05
2021-05-27,-0.062
2021-05-28,-0.125
2021-05-29,0.167
2021-06-03,-0.125
2021-06-04,0.0
2021-06-05,-0.25
2021-06-06,-0.05
2021-06-07,-0.1
2021-06-08,-0.15
2021-06-09,-0.25
2021-06-10,-0.15
2021-06-11,0.125
2021-06-12,-0.125
2021-06-13,-0.111
2021-06-14,-0.125
2021-06-15,-0.125
2021-06-16,0.111
2021-06-17,-0.091
2021-06-24,-0.125
2021-06-25,0.2
2021-06-26,0.0
2021-06-27,-0.176
2021-06-28,-0.188
2021-06-29,0.125
2021-06-30,0.0
2021-07-01,-0.125
2021-07-02,-0.053
2021-07-03,0.1
2021-07-04,-0.125
2021-07-05,-0.167
2021-07-06,-0.25
2021-07-07,0.0
2021-07-08,-0.125
2021-07-09,0.0
2021-07-10,-0.105
2021-07-16,-0.25
2021-07-17,0.0
2021-07-18,0.0
2021-07-19,-0.125
2021-07-20,-0.125
2021-07-21,-0.25
2021-07-22,-0.125
2021-07-23,-0.222
2021-07-25,-0.05
2021-07-26,-0.105
2021-07-27,0.118
2021-07-28,0.0
2021-07-29,0.188
2021-07-30,0.0
2021-07-31,-0.2
2021-08-01,0.0
2021-08-07,-0.167
2021-08-08,0.0
2021-08-09,0.0
2021-08-10,-0.25
2021-08-11,-0.05
2021-08-12,0.0
2021-08-13,-0.05
2021-08-14,-0.05
2021-08-15,-0.05
2021-08-16,-0.375
2021-08-17,0.0
2021-08-18,0.0
2021-08-19,-0.067
2021-08-20,-0.111
2021-08-21,-0.1
2021-08-22,-0.105
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,-0.25
2021-08-30,0.059
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,-0.05
2021-09-03,-0.1
2021-09-04,0.0
2021-09-05,0.056
2021-09-06,0.0
2021-09-07,-0.118
2021-09-08,0.0
2021-09-09,-0.111
2021-09-10,-0.25
2021-09-11,-0.125
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,-0.125
2021-09-15,0.0
2021-09-16,-0.3
2021-09-17,-0.125
2021-09-18,-0.125
2021-09-19,-0.111
2021-09-24,0.0
2021-09-25,-0.125
2021-09-26,0.059
2021-09-27,0.0
2021-09-28,-0.125
2021-09-29,-0.125
2021-09-30,0.0
2021-10-01,-0.125
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,-0.083
2021-10-05,-0.125
2021-10-06,-0.048
2021-10-07,-0.25
2021-10-08,-0.125
2021-10-09,-0.125
2021-10-15,-0.125
2021-10-16,-0.111
2021-10-17,-0.059
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,-0.188
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,0.062
2021-10-27,0.0
2021-10-28,0.125
2021-10-29,-0.3
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,-0.083
2021-11-03,-0.1
2021-11-04,-0.062
2021-11-05,-0.067
2021-11-06,-0.182
2021-11-07,-0.15
2021-11-12,0.0
2021-11-13,-0.125
2021-11-14,-0.05
2021-11-15,0.0
2021-11-16,-0.25
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,-0.15
2021-11-20,-0.294
2021-11-21,0.0
2021-11-22,0.143
2021-11-23,-0.111
2021-11-24,-0.25
2021-11-25,-0.062
2021-11-26,0.125
2021-11-27,-0.273
2021-12-03,-0.25
2021-12-04,0.0
2021-12-05,-0.105
2021-12-06,0.0
2021-12-07,-0.133
2021-12-08,-0.125
2021-12-09,-0.143
2021-12-10,-0.118
2021-12-11,-0.25
2021-12-12,-0.118
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.125
2021-12-16,-0.375
2021-12-17,-0.125
2021-12-18,0.111
2021-12-19,-0.125
2021-12-20,-0.125
2021-12-21,-0.294
2021-12-22,-0.083
2021-12-23,-0.125
2021-12-29,0.0
2021-12-30,-0.25
2021-12-31,-0.053
2022-01-01,-0.036
2022-01-02,-0.077
2022-01-03,-0.1
2022-01-04,-0.143
2022-01-05,-0.133
2022-01-06,-0.077
2022-01-07,-0.143
2022-01-08,-0.125
2022-01-09,-0.133
2022-01-10,0.0
2022-01-11,-0.444
2022-01-12,-0.091
2022-01-13,-0.25
2022-01-14,0.083
2022-01-15,-0.111
2022-01-16,-0.111
2022-01-17,0.143
2022-01-18,0.273
2022-01-19,-0.143
2022-01-20,-0.143
2022-01-26,-0.286
2022-01-27,-0.3
2022-01-28,-0.143
2022-01-29,-0.111
2022-01-30,-0.188
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,-0.111
2022-02-07,-0.125
2022-02-08,-0.05
2022-02-09,0.0
2022-02-10,0.05
2022-02-11,-0.375
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,-0.25
2022-02-17,-0.25
2022-02-18,0.0
2022-02-23,-0.067
2022-02-24,-0.071
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,-0.05
2022-02-28,0.0
2022-03-01,-0.25
2022-03-02,-0.25
2022-03-03,0.125
2022-03-04,-0.25
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,-0.167
2022-03-08,-0.062
2022-03-09,-0.375
2022-03-10,-0.214
2022-03-11,-0.105
2022-03-12,-0.278
2022-03-13,0.0
2022-03-19,-0.15
2022-03-20,-0.125
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,-0.125
2022-03-24,0.125
2022-03-25,-0.067
2022-03-26,-0.071
2022-03-27,-0.111
2022-03-28,0.0
2022-03-29,-0.125
2022-03-30,-0.25
2022-03-31,0.0
2022-04-01,-0.091
2022-04-02,-0.125
2022-04-03,0.1
2022-04-04,-0.154
2022-04-05,0.125
2022-04-06,-0.176
2022-04-07,-0.25
2022-04-08,-0.25
2022-04-09,-0.1
2022-04-10,-0.056
2022-04-16,-0.125
2022-04-17,0.0
2022-04-18,0.125
2022-04-19,-0.105
2022-04-20,-0.312
2022-04-21,0.125
2022-04-22,-0.25
2022-04-23,-0.25
2022-04-24,-0.125
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,-0.125
2022-04-28,-0.125
2022-04-29,-0.2
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.091
2022-05-09,-0.133
2022-05-10,-0.25
2022-05-11,-0.333
2022-05-12,-0.125
2022-05-13,-0.25
2022-05-14,-0.1
2022-05-15,-0.235
2022-05-16,-0.125
2022-05-17,-0.083
2022-05-18,0.0
2022-05-19,-0.059
2022-05-20,-0.167
2022-05-21,-0.25
2022-05-22,-0.375
2022-05-23,-0.25
2022-05-24,0.0
2022-05-25,-0.182
2022-05-26,-0.2
2022-05-27,-0.5
2022-06-02,0.0
2022-06-03,0.077
2022-06-04,0.0
2022-06-05,-0.091
2022-06-06,0.056
2022-06-07,-0.125
2022-06-08,-0.111
2022-06-09,-0.125
2022-06-10,-0.25
2022-06-11,-0.111
2022-06-12,-0.294
2022-06-13,-0.083
2022-06-14,0.0
2022-06-15,-0.375
2022-06-16,0.0
2022-06-17,-0.056
2022-06-18,-0.364
2022-06-19,-0.2
2022-06-20,0.0
2022-06-21,-0.25
2022-06-22,0.0
2022-06-23,-0.111
2022-06-24,-0.375
2022-06-29,-0.133
2022-06-30,-0.2
2022-07-01,-0.125
2022-07-02,0.0
2022-07-03,-0.375
2022-07-04,-0.125
2022-07-05,-0.167
2022-07-06,-0.194
2022-07-07,0.0
2022-07-08,-0.25
2022-07-09,-0.154
2022-07-10,-0.05
2022-07-11,-0.222
2022-07-12,-0.222
2022-07-13,0.05
2022-07-14,-0.176
2022-07-15,0.125
2022-07-16,0.0
2022-07-17,-0.1
2022-07-18,0.0
2022-07-24,-0.05
2022-07-25,-0.5
2022-07-26,0.0
2022-07-27,0.111
2022-07-28,-0.333
2022-07-29,-0.25
2022-07-30,-0.222
2022-07-31,-0.25
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,-0.125
2022-08-05,-0.05
2022-08-06,-0.25
2022-08-07,0.125
2022-08-08,0.1
2022-08-09,-0.1
2022-08-10,0.0
2022-08-11,-0.25
2022-08-18,0.0
2022-08-19,-0.05
2022-08-20,-0.273
2022-08-21,0.0
2022-08-22,-0.188
2022-08-23,0.0
2022-08-24,-0.053
2022-08-25,0.0
2022-08-26,-0.065
2022-08-27,-0.333
2022-08-28,0.125
2022-08-29,-0.105
2022-08-30,-0.182
2022-08-31,-0.375
2022-09-06,-0.2
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.05
2022-09-10,0.0
2022-09-11,0.125
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,-0.25
2022-09-15,0.0
2022-09-16,-0.25
2022-09-17,-0.3
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,-0.125
2022-09-21,-0.05
2022-09-22,0.0
2022-09-23,0.125
2022-09-29,-0.3
2022-09-30,0.0
2022-10-01,-0.294
2022-10-02,-0.444
2022-10-03,-0.375
2022-10-04,-0.158
2022-10-05,0.0
2022-10-06,-0.1
2022-10-07,0.0
2022-10-08,-0.083
2022-10-09,0.0
2022-10-10,-0.222
2022-10-11,-0.1
2022-10-12,-0.05
2022-10-13,-0.15
2022-10-19,-0.125
2022-10-20,-0.048
2022-10-21,0.111
2022-10-22,0.0
2022-10-23,-0.125
2022-10-24,-0.25
2022-10-25,-0.375
2022-10-26,-0.111
2022-10-27,-0.05
2022-10-28,0.0
2022-10-29,-0.056
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,-0.2
2022-11-02,0.0
2022-11-03,-0.167
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,-0.053
2022-11-07,0.0
2022-11-08,0.125
2022-11-13,-0.167
2022-11-14,-0.25
2022-11-15,-0.235
2022-11-16,0.143
2022-11-17,-0.056
2022-11-18,-0.111
2022-11-19,-0.5
2022-11-20,0.0
2022-11-21,-0.353
2022-11-22,0.0
2022-11-23,-0.059
2022-11-24,0.0
2022-11-25,-0.053
2022-11-26,0.056
2022-11-27,-0.1
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.05
2022-12-01,-0.053
2022-12-02,-0.067
2022-12-08,-0.25
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,-0.071
2022-12-12,-0.067
2022-12-13,0.0
2022-12-14,-0.125
2022-12-15,0.0
2022-12-16,-0.125
2022-12-17,0.0
2022-12-18,-0.1
2022-12-19,0.0
2022-12-20,-0.1
2022-12-21,-0.188
2022-12-22,-0.125
2022-12-23,-0.1
2022-12-24,-0.125
2022-12-25,0.067
2022-12-26,-0.25
2022-12-27,-0.125
2022-12-28,-0.3
2023-01-01,0.0
2023-01-02,-0.12
2023-01-04,-0.1
2023-01-05,-0.143
2023-01-06,-0.05
2023-01-07,-0.053
2023-01-08,0.125
2023-01-09,-0.05
2023-01-17,-0.222
2023-01-18,-0.071
2023-01-19,0.0
2023-01-20,0.286
2023-01-21,-0.143
2023-01-22,-0.1
2023-01-23,-0.1
2023-01-24,-0.143
2023-01-25,-0.111
2023-01-26,-0.05
2023-01-27,-0.111
2023-01-28,-0.2
2023-01-29,-0.444
2023-02-04,-0.083
2023-02-05,0.0
2023-02-06,-0.111
2023-02-08,0.0
2023-02-09,-0.111
2023-02-10,-0.429
2023-02-11,0.0
2023-02-20,-0.286
2023-02-21,0.083
2023-02-22,-0.19
2023-02-23,-0.15
2023-02-24,0.0
2023-02-25,-0.429
2023-02-26,0.077
2023-02-27,0.0
2023-02-28,-0.5
2023-03-01,0.0
2023-03-09,0.056
2023-03-11,0.143
2023-03-12,0.05
2023-03-13,-0.143
2023-03-14,0.0
2023-03-16,0.0
2023-03-17,-0.143
2023-03-25,-0.15
2023-03-26,-0.1
2023-03-27,0.0
2023-03-28,-0.053
2023-03-29,-0.143
2023-03-30,-0.429
2023-03-31,0.0
2023-04-01,-0.286
2023-04-02,0.0
2023-04-03,-0.429
2023-04-04,0.0
2023-04-05,-0.143
2023-04-06,0.0
2023-04-07,-0.231
2023-04-14,-0.167
2023-04-15,-0.111
2023-04-16,-0.077
2023-04-17,-0.15
2023-04-18,-0.067
2023-04-19,-0.1
2023-04-20,-0.1
2023-04-21,-0.05
2023-04-22,0.267
2023-04-23,0.0
2023-04-24,0.1
2023-04-25,-0.05
2023-04-26,-0.143
2023-04-27,-0.083
2023-04-28,-0.143
2023-04-29,0.0
2023-04-30,-0.077
2023-05-01,-0.067
2023-05-02,-0.143
2023-05-03,0.222
2023-05-04,-0.333
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,-0.25
2023-05-12,-0.231
2023-05-13,-0.15
2023-05-14,0.056
2023-05-15,0.0
2023-05-16,-0.05
2023-05-17,0.0
2023-05-18,-0.286
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,-0.143
2023-05-22,0.0
2023-05-23,-0.071
2023-05-24,0.143
2023-05-25,-0.214
2023-05-26,0.143
2023-05-27,-0.267
2023-05-28,-0.143
2023-05-29,0.0
2023-05-30,-0.15
2023-05-31,0.143
2023-06-01,-0.133
2023-06-06,0.067
2023-06-07,-0.533
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,-0.071
2023-06-11,-0.429
2023-06-12,0.0
2023-06-13,-0.05
2023-06-14,0.143
2023-06-15,-0.15
2023-06-16,-0.154
2023-06-17,-0.15
2023-06-18,0.077
2023-06-19,-0.286
2023-06-20,-0.231
2023-06-21,-0.2
2023-06-22,-0.214
2023-06-23,-0.188
2023-06-24,-0.154
2023-06-25,-0.071
2023-06-26,-0.143
2023-06-27,-0.062
2023-06-28,-0.077
2023-07-03,-0.143
2023-07-04,0.154
2023-07-05,-0.071
2023-07-06,-0.429
2023-07-07,-0.143
2023-07-08,-0.286
2023-07-09,0.0
2023-07-10,0.071
2023-07-11,0.0
2023-07-12,-0.071
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,-0.143
2023-07-17,-0.143
2023-07-18,-0.286
2023-07-19,-0.067
2023-07-20,0.1
2023-07-21,0.143
2023-07-22,0.0
2023-07-23,-0.1
2023-07-29,0.0
2023-07-30,-0.214
2023-07-31,-0.077
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,-0.1
2023-08-04,-0.25
2023-08-05,0.0
2023-08-06,-0.2
2023-08-07,-0.286
2023-08-08,-0.133
2023-08-09,0.0
2023-08-10,-0.083
2023-08-11,0.143
2023-08-12,-0.071
2023-08-13,-0.143
2023-08-14,-0.143
2023-08-15,-0.385
2023-08-16,-0.143
2023-08-17,-0.286
2023-08-23,0.143
2023-08-24,-0.143
2023-08-25,-0.25
2023-08-26,-0.05
2023-08-27,-0.429
2023-08-28,-0.091
2023-08-29,-0.143
2023-08-30,-0.222
2023-08-31,-0.05
2023-09-01,-0.143
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,0.083
2023-09-06,0.0
2023-09-07,-0.143
2023-09-08,-0.333
2023-09-09,-0.143
2023-09-10,-0.143
2023-09-11,0.05
2023-09-12,-0.143
2023-09-13,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,-0.143
2023-09-21,-0.214
2023-09-22,0.154
2023-09-23,0.0
2023-09-24,0.077
2023-09-25,-0.167
2023-09-26,-0.125
2023-09-27,-0.312
2023-09-28,0.0
2023-09-29,-0.143
2023-09-30,0.05
2023-10-01,-0.308
2023-10-02,-0.143
2023-10-03,-0.143
2023-10-04,-0.15
2023-10-05,-0.286
2023-10-06,-0.1
2023-10-07,-0.143
2023-10-08,-0.1
2023-10-09,0.143
2023-10-14,-0.286
2023-10-15,0.0
2023-10-16,-0.143
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,-0.143
2023-10-20,0.0
2023-10-21,-0.143
2023-10-22,-0.143
2023-10-23,-0.143
2023-10-24,-0.143
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,-0.083
2023-10-30,0.0
2023-10-31,-0.143
2023-11-01,0.143
2023-11-02,-0.143
2023-11-03,0.083
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,-0.125
2023-11-08,-0.077
2023-11-09,-0.333
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,-0.083
2023-11-14,-0.083
2023-11-15,0.0
2023-11-16,-0.286
2023-11-17,-0.286
2023-11-20,-0.143
2023-11-21,-0.143
2023-11-22,-0.05
2023-11-23,0.286
2023-11-24,-0.091
2023-11-25,-0.429
2023-11-26,0.0
2023-11-27,-0.667
2023-11-28,-0.143
2023-11-29,0.143
2023-11-30,-0.143
2023-12-01,-0.1
2023-12-02,-0.214
2023-12-03,-0.214
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,-0.364
2023-12-08,0.0
2023-12-09,-0.05
2023-12-10,-0.1
2023-12-11,-0.143
2023-12-12,0.0
2023-12-13,-0.143
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,-0.091
2023-12-17,0.0
2023-12-18,-0.111
2023-12-19,-0.143
2023-12-23,0.0
2023-12-24,0.083
2023-12-25,0.0
2023-12-26,0.182
2023-12-27,-0.364
2023-12-28,-0.417
2023-12-29,0.0
2023-12-30,-0.091
2023-12-31,0.0
